vessel,begin_date,begin_port_id,end_date,end_port_id
28,2019-10-27,144.0,2019-11-06,91.0
28,2019-11-08,91.0,2019-11-24,44.0
28,2019-11-26,44.0,2019-12-10,91.0
29,2019-01-11,147.0,2019-01-26,23.0
29,2019-01-27,23.0,2019-02-14,147.0
29,2019-02-15,147.0,2019-03-05,23.0
29,2019-03-06,23.0,2019-03-25,147.0
29,2019-05-09,147.0,2019-05-27,23.0
29,2019-05-28,23.0,2019-06-14,147.0
29,2019-07-30,147.0,2019-08-17,115.0
29,2019-08-20,115.0,2019-09-17,147.0
29,2019-09-19,147.0,2019-10-05,35.0
29,2019-10-07,35.0,2019-10-25,147.0
29,2019-10-26,147.0,2019-11-19,80.0
29,2019-11-21,80.0,2019-12-05,147.0
30,2019-01-27,91.0,2019-02-12,82.0
30,2019-02-13,82.0,2019-03-09,138.0
30,2019-03-18,138.0,2019-03-30,46.0
30,2019-03-31,46.0,2019-04-13,160.0
30,2019-04-15,160.0,2019-05-02,136.0
30,2019-05-04,136.0,2019-05-17,138.0
30,2019-05-18,138.0,2019-06-03,136.0
30,2019-06-06,136.0,2019-07-11,160.0
30,2019-07-12,160.0,2019-07-17,19.0
30,2019-07-18,19.0,2019-07-22,120.0
30,2019-07-23,120.0,2019-07-29,19.0
30,2019-07-29,19.0,2019-08-03,138.0
30,2019-08-05,138.0,2019-08-10,105.0
30,2019-08-11,105.0,2019-09-04,80.0
30,2019-09-05,80.0,2019-09-16,35.0
30,2019-09-18,35.0,2019-10-08,91.0
30,2019-10-10,91.0,2019-11-02,115.0
30,2019-11-05,115.0,2019-11-17,29.0
31,2019-01-05,138.0,2019-01-21,82.0
31,2019-01-23,82.0,2019-02-05,10.0
31,2019-02-07,10.0,2019-02-15,93.0
31,2019-02-18,93.0,2019-02-25,138.0
31,2019-02-27,138.0,2019-02-28,83.0
31,2019-03-07,83.0,2019-03-09,138.0
31,2019-03-13,138.0,2019-04-09,11.0
31,2019-04-11,11.0,2019-05-07,57.0
31,2019-05-08,57.0,2019-05-29,115.0
31,2019-06-02,115.0,2019-06-08,32.0
31,2019-06-11,32.0,2019-06-29,115.0
31,2019-06-30,115.0,2019-07-20,91.0
31,2019-07-21,91.0,2019-08-11,35.0
31,2019-08-12,35.0,2019-09-05,91.0
31,2019-09-06,91.0,2019-09-18,56.0
31,2019-09-18,56.0,2019-09-19,44.0
31,2019-09-20,44.0,2019-10-06,138.0
31,2019-10-09,138.0,2019-11-08,126.0
31,2019-11-10,126.0,2019-11-18,84.0
31,2019-11-23,84.0,2019-12-09,115.0
32,2019-01-25,115.0,2019-02-17,91.0
32,2019-02-18,91.0,2019-02-27,87.0
32,2019-02-28,87.0,2019-03-16,91.0
32,2019-03-18,91.0,2019-04-13,35.0
32,2019-04-14,35.0,2019-05-01,91.0
32,2019-05-02,91.0,2019-05-26,45.0
32,2019-05-27,45.0,2019-05-29,114.0
32,2019-05-30,114.0,2019-06-25,91.0
32,2019-06-26,91.0,2019-07-24,48.0
32,2019-07-25,48.0,2019-08-02,115.0
32,2019-08-03,115.0,2019-08-24,91.0
32,2019-08-25,91.0,2019-09-13,35.0
32,2019-09-14,35.0,2019-09-23,115.0
32,2019-10-14,115.0,2019-12-07,91.0
33,2019-01-10,32.0,2019-01-22,154.0
33,2019-01-23,154.0,2019-02-07,104.0
33,2019-02-09,104.0,2019-02-24,149.0
33,2019-02-26,149.0,2019-03-16,32.0
33,2019-03-18,32.0,2019-03-27,76.0
33,2019-03-28,76.0,2019-04-07,73.0
33,2019-04-08,73.0,2019-04-24,98.0
33,2019-04-25,98.0,2019-05-23,57.0
33,2019-05-24,57.0,2019-07-09,91.0
33,2019-07-10,91.0,2019-07-29,115.0
33,2019-07-30,115.0,2019-08-04,7.0
33,2019-08-05,7.0,2019-08-31,138.0
33,2019-09-01,138.0,2019-09-19,37.0
33,2019-09-20,37.0,2019-09-21,84.0
33,2019-09-26,84.0,2019-09-28,56.0
33,2019-09-28,56.0,2019-10-12,138.0
33,2019-10-14,138.0,2019-10-20,10.0
33,2019-10-22,10.0,2019-10-25,19.0
33,2019-10-26,19.0,2019-11-19,34.0
33,2019-11-20,34.0,2019-11-22,152.0
33,2019-11-24,152.0,2019-12-04,104.0
33,2019-12-05,104.0,2019-12-17,13.0
34,2019-01-24,82.0,2019-03-02,35.0
34,2019-03-03,35.0,2019-03-30,10.0
34,2019-04-01,10.0,2019-04-04,19.0
34,2019-04-05,19.0,2019-04-27,149.0
34,2019-04-29,149.0,2019-05-07,115.0
34,2019-05-08,115.0,2019-05-29,91.0
34,2019-05-30,91.0,2019-06-19,115.0
34,2019-06-22,115.0,2019-07-15,91.0
34,2019-07-16,91.0,2019-07-25,140.0
34,2019-07-27,140.0,2019-08-04,10.0
34,2019-08-07,10.0,2019-08-22,20.0
34,2019-08-22,20.0,2019-09-08,91.0
34,2019-09-10,91.0,2019-10-08,35.0
34,2019-10-10,35.0,2019-10-30,91.0
34,2019-10-31,91.0,2019-11-26,111.0
35,2019-01-02,19.0,2019-01-09,160.0
35,2019-01-11,160.0,2019-02-12,15.0
35,2019-02-14,15.0,2019-02-19,36.0
35,2019-02-19,36.0,2019-03-07,138.0
35,2019-03-08,138.0,2019-04-09,115.0
35,2019-06-06,54.0,2019-06-22,80.0
35,2019-06-26,80.0,2019-07-25,160.0
35,2019-07-26,160.0,2019-08-01,19.0
35,2019-08-01,19.0,2019-08-08,134.0
35,2019-08-09,134.0,2019-08-16,19.0
35,2019-08-18,19.0,2019-08-22,138.0
35,2019-08-24,138.0,2019-09-04,120.0
35,2019-09-05,120.0,2019-09-11,19.0
35,2019-09-15,19.0,2019-09-19,160.0
35,2019-09-20,160.0,2019-10-29,136.0
35,2019-11-01,136.0,2019-11-17,160.0
35,2019-11-19,160.0,2019-11-24,19.0
35,2019-11-25,19.0,2019-12-20,58.0
36,2019-01-10,10.0,2019-01-29,96.0
36,2019-02-06,96.0,2019-02-19,10.0
36,2019-02-20,10.0,2019-02-27,140.0
36,2019-03-02,140.0,2019-03-08,10.0
36,2019-03-11,10.0,2019-03-26,96.0
36,2019-04-03,96.0,2019-04-18,10.0
36,2019-04-23,10.0,2019-05-07,96.0
36,2019-05-08,96.0,2019-05-13,36.0
36,2019-05-13,36.0,2019-05-24,97.0
36,2019-05-29,97.0,2019-07-07,115.0
36,2019-07-08,115.0,2019-07-11,121.0
36,2019-07-12,121.0,2019-07-21,99.0
36,2019-07-22,99.0,2019-07-31,30.0
36,2019-08-01,30.0,2019-08-10,115.0
36,2019-08-11,115.0,2019-08-26,99.0
36,2019-08-27,99.0,2019-09-04,157.0
36,2019-09-06,157.0,2019-09-27,111.0
36,2019-09-28,111.0,2019-10-14,80.0
36,2019-10-17,80.0,2019-11-01,59.0
36,2019-11-02,59.0,2019-11-09,115.0
36,2019-11-09,115.0,2019-11-13,76.0
36,2019-11-15,76.0,2019-11-28,104.0
36,2019-11-30,104.0,2019-12-11,13.0
36,2019-12-14,13.0,2019-12-25,73.0
37,2019-02-13,34.0,2019-02-27,121.0
37,2019-02-28,121.0,2019-03-31,10.0
37,2019-04-02,10.0,2019-04-13,20.0
37,2019-04-14,20.0,2019-04-28,91.0
37,2019-04-29,91.0,2019-05-27,126.0
37,2019-05-29,126.0,2019-06-05,54.0
37,2019-07-08,54.0,2019-07-09,115.0
37,2019-07-10,115.0,2019-08-07,57.0
37,2019-08-10,57.0,2019-08-21,140.0
37,2019-08-24,140.0,2019-09-06,138.0
37,2019-09-09,138.0,2019-09-27,37.0
37,2019-09-28,37.0,2019-10-06,126.0
37,2019-10-07,126.0,2019-10-15,84.0
37,2019-10-16,84.0,2019-11-02,160.0
37,2019-11-04,160.0,2019-11-19,36.0
37,2019-11-20,36.0,2019-12-04,165.0
38,2019-01-05,82.0,2019-01-12,36.0
38,2019-01-19,36.0,2019-01-28,53.0
38,2019-01-31,53.0,2019-02-03,140.0
38,2019-02-04,140.0,2019-02-20,138.0
38,2019-02-24,138.0,2019-03-19,140.0
38,2019-03-22,140.0,2019-03-24,53.0
38,2019-03-25,53.0,2019-04-21,54.0
38,2019-04-27,54.0,2019-05-10,100.0
38,2019-05-11,100.0,2019-05-20,22.0
38,2019-05-21,22.0,2019-06-11,100.0
38,2019-06-13,100.0,2019-06-22,51.0
38,2019-06-23,51.0,2019-06-26,34.0
38,2019-06-28,34.0,2019-07-21,19.0
38,2019-07-25,19.0,2019-08-12,37.0
38,2019-08-14,37.0,2019-09-10,54.0
38,2019-09-27,54.0,2019-09-28,115.0
38,2019-11-10,115.0,2019-11-17,100.0
38,2019-11-20,100.0,2019-12-03,22.0
38,2019-12-05,22.0,2019-12-17,100.0
38,2019-12-19,100.0,2019-12-24,7.0
39,2019-01-03,57.0,2019-02-22,91.0
39,2019-02-24,91.0,2019-03-22,13.0
39,2019-03-23,13.0,2019-04-06,104.0
39,2019-04-07,104.0,2019-04-20,65.0
39,2019-04-21,65.0,2019-05-04,104.0
39,2019-05-05,104.0,2019-05-16,13.0
39,2019-05-19,13.0,2019-05-27,99.0
39,2019-06-02,99.0,2019-06-12,40.0
39,2019-06-13,40.0,2019-07-05,19.0
39,2019-07-06,19.0,2019-07-15,160.0
39,2019-07-18,160.0,2019-08-03,15.0
39,2019-08-10,15.0,2019-08-26,91.0
39,2019-08-28,91.0,2019-09-17,115.0
39,2019-09-17,115.0,2019-09-23,29.0
39,2019-09-24,29.0,2019-10-21,19.0
39,2019-10-22,19.0,2019-10-30,138.0
39,2019-10-31,138.0,2019-11-14,33.0
39,2019-11-20,33.0,2019-12-08,160.0
40,2019-01-17,82.0,2019-01-21,36.0
40,2019-01-22,36.0,2019-02-13,20.0
40,2019-02-14,20.0,2019-02-27,10.0
40,2019-02-28,10.0,2019-03-11,20.0
40,2019-03-12,20.0,2019-03-21,37.0
40,2019-03-24,37.0,2019-04-08,115.0
40,2019-04-13,115.0,2019-04-19,32.0
40,2019-04-20,32.0,2019-04-30,115.0
40,2019-05-04,115.0,2019-05-11,99.0
40,2019-05-13,99.0,2019-05-27,18.0
40,2019-05-29,18.0,2019-06-11,73.0
40,2019-06-12,73.0,2019-06-18,115.0
40,2019-06-23,115.0,2019-06-30,11.0
40,2019-07-01,11.0,2019-07-11,99.0
40,2019-07-12,99.0,2019-07-23,139.0
40,2019-07-25,139.0,2019-08-12,19.0
40,2019-08-12,19.0,2019-08-16,10.0
40,2019-08-17,10.0,2019-09-14,45.0
40,2019-09-16,45.0,2019-10-17,138.0
40,2019-10-19,138.0,2019-10-23,19.0
40,2019-10-29,19.0,2019-11-19,34.0
40,2019-11-20,34.0,2019-11-22,58.0
40,2019-11-22,58.0,2019-12-03,99.0
40,2019-12-06,99.0,2019-12-16,38.0
41,2019-01-21,72.0,2019-02-10,34.0
41,2019-02-12,34.0,2019-02-26,72.0
41,2019-03-18,72.0,2019-03-30,104.0
41,2019-04-04,104.0,2019-04-15,13.0
41,2019-04-17,13.0,2019-04-29,104.0
41,2019-05-02,104.0,2019-05-13,88.0
41,2019-05-15,88.0,2019-05-24,99.0
41,2019-05-26,99.0,2019-05-27,32.0
41,2019-05-28,32.0,2019-06-04,121.0
41,2019-06-10,121.0,2019-06-17,32.0
41,2019-06-25,99.0,2019-06-29,115.0
41,2019-07-01,115.0,2019-07-23,57.0
41,2019-07-24,57.0,2019-08-22,70.0
41,2019-08-27,149.0,2019-09-07,104.0
41,2019-09-09,104.0,2019-09-19,154.0
41,2019-09-20,154.0,2019-10-02,104.0
41,2019-10-03,104.0,2019-10-17,149.0
41,2019-10-19,149.0,2019-11-10,19.0
41,2019-11-11,19.0,2019-11-14,10.0
41,2019-11-16,10.0,2019-12-11,35.0
42,2019-01-28,7.0,2019-02-01,54.0
42,2019-02-01,54.0,2019-02-25,80.0
42,2019-02-26,80.0,2019-03-19,10.0
42,2019-03-25,10.0,2019-04-04,140.0
42,2019-04-07,140.0,2019-04-13,10.0
42,2019-04-24,10.0,2019-04-26,19.0
42,2019-04-27,19.0,2019-04-28,10.0
42,2019-04-30,10.0,2019-05-02,19.0
42,2019-05-03,19.0,2019-05-05,10.0
42,2019-05-06,10.0,2019-05-13,19.0
42,2019-05-16,19.0,2019-05-18,10.0
42,2019-05-24,10.0,2019-05-26,19.0
42,2019-05-27,19.0,2019-05-28,10.0
42,2019-06-01,10.0,2019-06-11,31.0
42,2019-06-21,31.0,2019-07-03,10.0
42,2019-07-08,10.0,2019-07-18,31.0
42,2019-07-25,31.0,2019-08-05,10.0
42,2019-08-07,10.0,2019-08-10,19.0
42,2019-08-12,19.0,2019-08-14,10.0
42,2019-08-21,10.0,2019-08-29,20.0
42,2019-09-01,20.0,2019-09-04,144.0
42,2019-09-20,144.0,2019-09-25,46.0
42,2019-09-26,46.0,2019-10-06,10.0
42,2019-10-17,10.0,2019-11-22,115.0
42,2019-11-23,115.0,2019-11-25,54.0
42,2019-11-29,54.0,2019-12-02,121.0
43,2019-01-01,19.0,2019-01-23,51.0
43,2019-01-24,51.0,2019-02-14,19.0
43,2019-02-15,19.0,2019-03-25,51.0
43,2019-03-26,51.0,2019-04-17,19.0
43,2019-04-18,19.0,2019-04-27,97.0
43,2019-04-30,97.0,2019-05-14,67.0
43,2019-06-08,67.0,2019-07-04,97.0
43,2019-07-05,97.0,2019-07-11,19.0
43,2019-07-14,19.0,2019-08-06,51.0
43,2019-08-07,51.0,2019-09-06,19.0
43,2019-09-10,19.0,2019-09-18,97.0
43,2019-09-19,97.0,2019-10-31,23.0
43,2019-11-01,23.0,2019-11-24,10.0
44,2019-02-14,72.0,2019-02-25,104.0
44,2019-02-28,104.0,2019-03-10,13.0
44,2019-03-12,13.0,2019-03-28,104.0
44,2019-03-29,104.0,2019-04-07,13.0
44,2019-04-12,13.0,2019-04-26,99.0
44,2019-04-27,99.0,2019-05-07,58.0
44,2019-05-08,58.0,2019-05-17,73.0
44,2019-05-18,73.0,2019-05-23,115.0
44,2019-05-24,115.0,2019-05-25,54.0
44,2019-06-03,54.0,2019-06-07,7.0
44,2019-06-07,7.0,2019-06-22,104.0
44,2019-06-23,104.0,2019-07-04,13.0
44,2019-07-09,13.0,2019-07-29,19.0
44,2019-07-30,19.0,2019-08-04,138.0
44,2019-08-07,138.0,2019-09-15,114.0
44,2019-09-17,114.0,2019-10-09,91.0
44,2019-10-11,91.0,2019-10-31,115.0
44,2019-10-31,115.0,2019-11-09,30.0
44,2019-11-10,30.0,2019-11-23,73.0
44,2019-11-24,73.0,2019-12-09,154.0
45,2019-01-25,38.0,2019-02-06,32.0
45,2019-02-07,32.0,2019-02-17,34.0
45,2019-02-17,34.0,2019-02-20,70.0
45,2019-02-22,70.0,2019-03-16,19.0
45,2019-03-18,19.0,2019-03-21,138.0
45,2019-03-22,138.0,2019-04-23,23.0
45,2019-04-24,23.0,2019-05-26,138.0
45,2019-08-22,138.0,2019-09-23,45.0
45,2019-09-25,45.0,2019-10-20,91.0
45,2019-10-22,91.0,2019-11-16,154.0
45,2019-11-17,154.0,2019-11-30,104.0
45,2019-12-02,104.0,2019-12-13,13.0
46,2019-01-12,156.0,2019-01-21,30.0
46,2019-01-22,30.0,2019-01-27,7.0
46,2019-01-27,7.0,2019-02-07,92.0
46,2019-02-17,92.0,2019-02-25,30.0
46,2019-02-26,30.0,2019-03-08,156.0
46,2019-04-13,156.0,2019-05-10,115.0
46,2019-05-14,115.0,2019-06-02,60.0
46,2019-06-05,60.0,2019-06-14,156.0
46,2019-06-15,156.0,2019-06-24,139.0
46,2019-06-25,139.0,2019-07-07,121.0
46,2019-07-08,121.0,2019-08-01,91.0
46,2019-08-03,91.0,2019-08-22,83.0
46,2019-08-23,83.0,2019-08-27,165.0
46,2019-09-12,165.0,2019-10-05,36.0
46,2019-10-06,36.0,2019-10-08,87.0
46,2019-10-09,87.0,2019-10-19,91.0
46,2019-10-21,91.0,2019-11-18,88.0
46,2019-11-20,88.0,2019-12-13,149.0
46,2019-12-15,149.0,2019-12-27,104.0
47,2019-01-01,10.0,2019-01-14,15.0
47,2019-01-17,15.0,2019-01-21,36.0
47,2019-01-25,36.0,2019-02-17,165.0
47,2019-02-22,165.0,2019-02-24,138.0
47,2019-02-25,138.0,2019-03-14,136.0
47,2019-03-16,136.0,2019-03-22,46.0
47,2019-04-15,46.0,2019-04-19,36.0
47,2019-04-23,36.0,2019-05-18,138.0
47,2019-05-20,138.0,2019-06-04,102.0
47,2019-06-05,102.0,2019-06-14,37.0
47,2019-06-16,37.0,2019-06-24,126.0
47,2019-06-26,126.0,2019-07-02,80.0
47,2019-07-04,80.0,2019-07-27,138.0
47,2019-07-28,138.0,2019-08-02,19.0
47,2019-08-03,19.0,2019-08-10,120.0
47,2019-08-11,120.0,2019-08-16,19.0
47,2019-08-20,19.0,2019-08-25,138.0
47,2019-08-26,138.0,2019-09-07,36.0
47,2019-09-17,36.0,2019-10-14,115.0
47,2019-10-15,115.0,2019-10-24,11.0
47,2019-10-26,11.0,2019-11-17,19.0
47,2019-11-25,19.0,2019-11-28,10.0
47,2019-11-30,10.0,2019-12-05,19.0
47,2019-12-07,19.0,2019-12-14,160.0
47,2019-12-16,160.0,2019-12-20,19.0
48,2019-01-19,98.0,2019-01-29,54.0
48,2019-03-19,54.0,2019-03-30,99.0
48,2019-03-31,99.0,2019-04-10,74.0
48,2019-04-12,74.0,2019-04-22,99.0
48,2019-05-02,99.0,2019-05-13,74.0
48,2019-05-15,74.0,2019-05-19,115.0
48,2019-05-19,115.0,2019-05-26,99.0
48,2019-06-05,99.0,2019-06-14,65.0
48,2019-06-16,65.0,2019-06-27,104.0
48,2019-06-30,104.0,2019-07-11,13.0
48,2019-07-13,13.0,2019-07-25,104.0
48,2019-07-26,104.0,2019-08-06,13.0
48,2019-08-08,13.0,2019-08-19,99.0
48,2019-08-22,99.0,2019-08-31,111.0
48,2019-09-01,111.0,2019-09-13,104.0
48,2019-09-14,104.0,2019-09-25,115.0
48,2019-09-27,115.0,2019-10-22,91.0
48,2019-10-23,91.0,2019-11-13,35.0
48,2019-11-15,35.0,2019-11-18,114.0
48,2019-11-22,114.0,2019-11-30,84.0
48,2019-12-01,84.0,2019-12-04,37.0
49,2019-01-07,88.0,2019-01-12,54.0
49,2019-01-16,115.0,2019-03-04,138.0
49,2019-03-08,138.0,2019-04-08,126.0
49,2019-04-10,126.0,2019-05-18,10.0
49,2019-05-30,10.0,2019-06-07,160.0
49,2019-06-08,160.0,2019-06-21,36.0
49,2019-06-23,36.0,2019-07-09,160.0
49,2019-07-11,160.0,2019-07-24,144.0
49,2019-07-25,144.0,2019-08-14,160.0
49,2019-08-15,160.0,2019-08-29,144.0
49,2019-09-01,144.0,2019-09-03,36.0
49,2019-09-03,36.0,2019-09-17,160.0
49,2019-09-19,160.0,2019-10-01,36.0
49,2019-10-04,36.0,2019-10-16,175.0
49,2019-10-18,175.0,2019-11-03,27.0
49,2019-11-06,27.0,2019-11-19,138.0
49,2019-11-20,138.0,2019-11-24,19.0
50,2019-03-28,72.0,2019-04-11,92.0
50,2019-04-14,92.0,2019-04-19,121.0
50,2019-04-21,121.0,2019-05-01,32.0
50,2019-05-01,32.0,2019-05-06,115.0
50,2019-05-09,115.0,2019-05-23,104.0
50,2019-05-24,104.0,2019-06-04,13.0
50,2019-06-06,13.0,2019-06-18,104.0
50,2019-06-20,104.0,2019-07-01,76.0
50,2019-07-02,76.0,2019-07-11,32.0
50,2019-07-12,32.0,2019-07-18,54.0
50,2019-07-23,115.0,2019-08-13,91.0
50,2019-08-14,91.0,2019-08-29,140.0
50,2019-08-31,140.0,2019-09-18,138.0
50,2019-09-21,138.0,2019-10-29,35.0
50,2019-11-03,35.0,2019-11-11,84.0
50,2019-11-15,84.0,2019-11-28,115.0
51,2019-01-07,19.0,2019-01-16,97.0
51,2019-01-16,97.0,2019-01-22,19.0
51,2019-01-23,19.0,2019-02-13,51.0
51,2019-02-14,51.0,2019-03-24,19.0
51,2019-03-26,19.0,2019-04-17,51.0
51,2019-04-18,51.0,2019-05-13,19.0
51,2019-05-13,19.0,2019-05-22,97.0
51,2019-05-23,97.0,2019-05-28,19.0
51,2019-05-29,19.0,2019-06-19,143.0
51,2019-06-20,143.0,2019-06-30,90.0
51,2019-07-04,90.0,2019-07-15,100.0
51,2019-07-16,100.0,2019-07-28,72.0
51,2019-07-30,72.0,2019-08-12,54.0
51,2019-08-25,54.0,2019-08-26,54.0
51,2019-08-27,54.0,2019-08-28,115.0
51,2019-09-30,115.0,2019-10-21,57.0
51,2019-10-23,57.0,2019-11-24,149.0
52,2019-01-26,80.0,2019-02-02,23.0
52,2019-02-03,23.0,2019-02-16,147.0
52,2019-02-18,147.0,2019-04-14,104.0
52,2019-04-16,104.0,2019-04-27,13.0
52,2019-05-01,13.0,2019-05-13,104.0
52,2019-05-14,104.0,2019-05-25,13.0
52,2019-05-29,13.0,2019-06-06,32.0
52,2019-06-07,32.0,2019-06-12,115.0
52,2019-06-16,115.0,2019-06-23,99.0
52,2019-06-26,99.0,2019-07-08,34.0
52,2019-07-09,34.0,2019-07-13,98.0
52,2019-07-17,98.0,2019-08-03,32.0
52,2019-08-04,32.0,2019-08-17,30.0
52,2019-08-18,30.0,2019-08-29,104.0
52,2019-08-30,104.0,2019-09-15,13.0
52,2019-09-25,13.0,2019-10-06,32.0
52,2019-10-07,32.0,2019-10-14,121.0
52,2019-10-15,121.0,2019-11-07,57.0
52,2019-11-08,57.0,2019-12-08,70.0
53,2019-01-09,104.0,2019-01-19,76.0
53,2019-01-20,76.0,2019-02-04,104.0
53,2019-02-05,104.0,2019-02-18,13.0
53,2019-02-19,13.0,2019-03-05,104.0
53,2019-03-06,104.0,2019-03-16,13.0
53,2019-03-24,13.0,2019-04-09,104.0
53,2019-04-10,104.0,2019-04-20,13.0
53,2019-04-26,13.0,2019-05-06,32.0
53,2019-05-07,32.0,2019-05-12,115.0
53,2019-05-16,115.0,2019-05-23,32.0
53,2019-05-24,32.0,2019-06-03,38.0
53,2019-06-03,38.0,2019-06-14,104.0
53,2019-06-17,104.0,2019-06-29,149.0
53,2019-07-02,149.0,2019-07-12,32.0
53,2019-07-13,32.0,2019-07-18,115.0
53,2019-07-20,115.0,2019-07-25,7.0
53,2019-07-26,7.0,2019-08-24,10.0
53,2019-08-25,10.0,2019-09-02,83.0
53,2019-09-08,83.0,2019-09-09,138.0
53,2019-09-12,138.0,2019-10-18,35.0
53,2019-10-19,35.0,2019-10-31,84.0
53,2019-11-01,84.0,2019-11-17,165.0
53,2019-11-24,165.0,2019-12-07,33.0
53,2019-12-12,33.0,2019-12-27,165.0
54,2019-01-07,92.0,2019-01-15,70.0
54,2019-01-18,70.0,2019-02-01,104.0
54,2019-02-02,104.0,2019-02-14,149.0
54,2019-02-15,149.0,2019-02-26,104.0
54,2019-02-27,104.0,2019-03-10,70.0
54,2019-03-13,70.0,2019-03-24,104.0
54,2019-03-27,104.0,2019-04-06,149.0
54,2019-04-09,149.0,2019-04-11,34.0
54,2019-04-14,34.0,2019-04-29,92.0
54,2019-04-30,92.0,2019-05-07,34.0
54,2019-05-09,34.0,2019-05-12,7.0
54,2019-05-13,7.0,2019-05-30,73.0
54,2019-05-31,73.0,2019-06-14,22.0
54,2019-06-16,22.0,2019-07-02,54.0
54,2019-07-21,54.0,2019-07-27,92.0
54,2019-07-29,92.0,2019-08-10,29.0
54,2019-08-11,29.0,2019-08-16,54.0
54,2019-09-07,54.0,2019-09-08,115.0
54,2019-09-12,115.0,2019-09-13,115.0
54,2019-09-19,115.0,2019-09-25,92.0
54,2019-09-28,92.0,2019-10-10,149.0
54,2019-10-11,149.0,2019-10-23,92.0
54,2019-10-24,92.0,2019-11-07,29.0
55,2019-01-18,33.0,2019-01-29,10.0
55,2019-02-21,10.0,2019-03-05,96.0
55,2019-03-06,96.0,2019-03-18,10.0
55,2019-03-24,10.0,2019-03-29,97.0
55,2019-04-01,97.0,2019-04-11,136.0
55,2019-04-12,136.0,2019-04-23,97.0
55,2019-04-28,97.0,2019-05-17,140.0
55,2019-05-19,140.0,2019-05-24,31.0
55,2019-05-26,31.0,2019-06-10,138.0
55,2019-06-11,138.0,2019-06-15,19.0
55,2019-06-18,19.0,2019-07-10,38.0
55,2019-07-11,38.0,2019-07-13,72.0
55,2019-07-14,72.0,2019-08-03,19.0
55,2019-08-05,19.0,2019-08-10,138.0
55,2019-08-11,138.0,2019-08-12,160.0
55,2019-08-13,160.0,2019-08-17,19.0
55,2019-08-19,19.0,2019-08-25,120.0
55,2019-08-26,120.0,2019-08-31,19.0
55,2019-09-01,19.0,2019-09-06,160.0
55,2019-09-07,160.0,2019-09-18,19.0
55,2019-09-20,19.0,2019-09-21,10.0
55,2019-09-25,10.0,2019-10-07,19.0
55,2019-10-08,19.0,2019-10-12,160.0
55,2019-10-24,160.0,2019-10-29,19.0
55,2019-11-07,19.0,2019-11-27,30.0
55,2019-11-28,30.0,2019-12-17,19.0
56,2019-01-01,91.0,2019-01-16,83.0
56,2019-01-17,83.0,2019-01-24,19.0
56,2019-02-03,19.0,2019-02-19,136.0
56,2019-02-24,136.0,2019-03-07,10.0
56,2019-03-10,10.0,2019-03-20,20.0
56,2019-03-23,20.0,2019-04-02,10.0
56,2019-04-07,10.0,2019-04-16,20.0
56,2019-04-17,20.0,2019-04-26,10.0
56,2019-04-28,10.0,2019-05-10,20.0
56,2019-05-12,20.0,2019-05-24,10.0
56,2019-06-02,10.0,2019-06-14,31.0
56,2019-06-20,31.0,2019-07-01,10.0
56,2019-07-03,10.0,2019-07-15,31.0
56,2019-07-21,31.0,2019-08-01,10.0
56,2019-08-02,10.0,2019-08-08,93.0
56,2019-08-09,93.0,2019-08-19,10.0
56,2019-09-02,10.0,2019-09-14,56.0
56,2019-09-16,56.0,2019-09-20,36.0
56,2019-09-24,36.0,2019-10-02,10.0
56,2019-10-03,10.0,2019-10-17,24.0
56,2019-10-19,24.0,2019-11-01,10.0
56,2019-11-03,10.0,2019-11-15,105.0
56,2019-11-16,105.0,2019-11-18,10.0
56,2019-11-20,10.0,2019-12-01,136.0
57,2019-01-26,34.0,2019-02-02,34.0
57,2019-03-15,34.0,2019-04-07,19.0
57,2019-04-08,19.0,2019-04-16,97.0
57,2019-04-22,97.0,2019-05-21,115.0
57,2019-05-21,115.0,2019-05-28,30.0
57,2019-05-30,30.0,2019-06-15,59.0
57,2019-06-16,59.0,2019-06-23,115.0
57,2019-06-24,115.0,2019-06-30,111.0
57,2019-07-01,111.0,2019-07-12,156.0
57,2019-07-15,156.0,2019-07-25,30.0
57,2019-07-26,30.0,2019-08-06,99.0
57,2019-08-12,99.0,2019-08-16,54.0
57,2019-08-20,54.0,2019-08-21,115.0
57,2019-08-23,115.0,2019-08-24,54.0
57,2019-08-28,54.0,2019-09-04,22.0
57,2019-09-06,22.0,2019-09-16,32.0
57,2019-09-19,32.0,2019-09-24,115.0
57,2019-09-27,115.0,2019-10-05,126.0
57,2019-10-16,126.0,2019-10-20,59.0
57,2019-10-21,59.0,2019-11-04,35.0
57,2019-11-07,35.0,2019-11-12,23.0
57,2019-11-14,23.0,2019-11-23,84.0
57,2019-11-24,84.0,2019-12-10,138.0
58,2019-01-06,19.0,2019-01-12,160.0
58,2019-01-17,160.0,2019-01-20,138.0
58,2019-03-12,138.0,2019-03-31,36.0
58,2019-04-01,36.0,2019-04-05,102.0
58,2019-04-06,102.0,2019-04-21,138.0
58,2019-04-23,138.0,2019-05-05,102.0
58,2019-05-06,102.0,2019-05-17,97.0
58,2019-05-21,97.0,2019-05-25,10.0
58,2019-05-28,10.0,2019-06-09,31.0
58,2019-06-10,31.0,2019-06-28,160.0
58,2019-06-29,160.0,2019-07-12,140.0
58,2019-07-17,140.0,2019-07-29,160.0
58,2019-07-30,160.0,2019-08-14,136.0
